Bin , nEvents , Efficiencies
152.41,327,0.00654
165.05,366,0.00732
178.75,440,0.0088
193.57,461,0.00922
209.63,564,0.01128
227.02,625,0.0125
245.86,690,0.0138
266.25,822,0.01644
288.34,949,0.01898
312.26,969,0.01938
338.16,1065,0.0213
366.21,1170,0.0234
396.59,1324,0.02648
429.49,1406,0.02812
465.12,1483,0.02966
503.71,1583,0.03166
545.49,1592,0.03184
590.74,1694,0.03388
639.75,1673,0.03346
692.82,1648,0.03296
750.29,1704,0.03408
812.54,1684,0.03368
879.94,1587,0.03174
952.94,1506,0.03012
1032,1341,0.02682
1117.6,1279,0.02558
1210.3,1100,0.022
1310.7,967,0.01934
1419.4,796,0.01592
1537.2,638,0.01276
1664.7,499,0.00998
1802.8,335,0.0067
1952.4,251,0.00502
2114.3,175,0.0035
2289.7,116,0.00232
2479.7,86,0.00172
