Bin , nEvents , Efficiencies
152.41,0,0
165.05,1,4e-05
178.75,0,0
193.57,0,0
209.63,0,0
227.02,1,4e-05
245.86,0,0
266.25,2,8e-05
288.34,4,0.00016
312.26,1,4e-05
338.16,1,4e-05
366.21,4,0.00016
396.59,2,8e-05
429.49,11,0.00044
465.12,8,0.00032
503.71,20,0.0008
545.49,23,0.00092
590.74,31,0.00124
639.75,43,0.00172
692.82,33,0.00132
750.29,39,0.00156
812.54,81,0.00324
879.94,91,0.00364
952.94,102,0.00408
1032,119,0.00476
1117.6,149,0.00596
1210.3,180,0.0072
1310.7,252,0.01008
1419.4,282,0.01128
1537.2,320,0.0128
1664.7,404,0.01616
1802.8,509,0.02036
1952.4,655,0.0262
2114.3,757,0.03028
2289.7,822,0.03288
2479.7,911,0.03644
