Bin , nEvents , Efficiencies
152.41,251,0.01004
165.05,302,0.01208
178.75,369,0.01476
193.57,391,0.01564
209.63,428,0.01712
227.02,505,0.0202
245.86,514,0.02056
266.25,526,0.02104
288.34,608,0.02432
312.26,607,0.02428
338.16,633,0.02532
366.21,630,0.0252
396.59,646,0.02584
429.49,678,0.02712
465.12,639,0.02556
503.71,683,0.02732
545.49,592,0.02368
590.74,621,0.02484
639.75,629,0.02516
692.82,552,0.02208
750.29,552,0.02208
812.54,584,0.02336
879.94,504,0.02016
952.94,465,0.0186
1032,397,0.01588
1117.6,389,0.01556
1210.3,351,0.01404
1310.7,305,0.0122
1419.4,253,0.01012
1537.2,244,0.00976
1664.7,184,0.00736
1802.8,137,0.00548
1952.4,129,0.00516
2114.3,101,0.00404
2289.7,87,0.00348
2479.7,52,0.00208
