Bin , nEvents , Efficiencies
150,213,0.00426
160,249,0.00498
170,241,0.00482
180,235,0.0047
190,238,0.00476
200,560,0.0112
220,535,0.0107
240,566,0.01132
260,567,0.01134
280,597,0.01194
300,627,0.01254
320,607,0.01214
340,576,0.01152
360,600,0.012
380,615,0.0123
400,572,0.01144
420,596,0.01192
440,525,0.0105
460,548,0.01096
480,490,0.0098
500,483,0.00966
520,465,0.0093
540,477,0.00954
560,478,0.00956
580,461,0.00922
600,618,0.01236
630,572,0.01144
660,584,0.01168
690,551,0.01102
720,504,0.01008
750,462,0.00924
780,425,0.0085
810,413,0.00826
840,384,0.00768
870,346,0.00692
900,528,0.01056
950,493,0.00986
1000,405,0.0081
1050,356,0.00712
1100,319,0.00638
1150,287,0.00574
1200,243,0.00486
1250,223,0.00446
1310,211,0.00422
1370,171,0.00342
1430,143,0.00286
1490,152,0.00304
1550,102,0.00204
1610,108,0.00216
1680,102,0.00204
1750,92,0.00184
1820,71,0.00142
1890,55,0.0011
1970,53,0.00106
2050,40,0.0008
