Bin , nEvents , Efficiencies
152.41,1617,0.03234
165.05,1579,0.03158
178.75,1537,0.03074
193.57,1592,0.03184
209.63,1508,0.03016
227.02,1483,0.02966
245.86,1339,0.02678
266.25,1370,0.0274
288.34,1252,0.02504
312.26,1179,0.02358
338.16,1131,0.02262
366.21,1063,0.02126
396.59,930,0.0186
429.49,870,0.0174
465.12,799,0.01598
503.71,747,0.01494
545.49,667,0.01334
590.74,612,0.01224
639.75,538,0.01076
692.82,473,0.00946
750.29,411,0.00822
812.54,361,0.00722
879.94,295,0.0059
952.94,253,0.00506
1032,195,0.0039
1117.6,183,0.00366
1210.3,144,0.00288
1310.7,138,0.00276
1419.4,76,0.00152
1537.2,62,0.00124
1664.7,53,0.00106
1802.8,40,0.0008
1952.4,22,0.00044
2114.3,16,0.00032
2289.7,12,0.00024
2479.7,13,0.00026
