Bin , nEvents , Efficiencies
150,50,0.001
200,136,0.00272
250,124,0.00248
300,143,0.00286
350,112,0.00224
400,108,0.00216
450,77,0.00154
500,147,0.00294
600,128,0.00256
700,87,0.00174
800,57,0.00114
900,45,0.0009
1000,47,0.00094
1150,66,0.00132
