Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,4,8e-05
180,1,2e-05
190,0,0
200,3,6e-05
220,7,0.00014
240,8,0.00016
260,5,0.0001
280,3,6e-05
300,17,0.00034
320,14,0.00028
340,19,0.00038
360,34,0.00068
380,33,0.00066
400,38,0.00076
420,63,0.00126
440,66,0.00132
460,62,0.00124
480,75,0.0015
500,59,0.00118
520,67,0.00134
540,69,0.00138
560,86,0.00172
580,98,0.00196
600,115,0.0023
630,128,0.00256
660,141,0.00282
690,159,0.00318
720,162,0.00324
750,179,0.00358
780,168,0.00336
810,167,0.00334
840,166,0.00332
870,207,0.00414
900,311,0.00622
950,362,0.00724
1000,330,0.0066
1050,379,0.00758
1100,394,0.00788
1150,406,0.00812
1200,391,0.00782
1250,497,0.00994
1310,514,0.01028
1370,520,0.0104
1430,484,0.00968
1490,505,0.0101
1550,516,0.01032
1610,601,0.01202
1680,623,0.01246
1750,672,0.01344
1820,596,0.01192
1890,665,0.0133
1970,681,0.01362
2050,598,0.01196
