Bin , nEvents , Efficiencies
152.41,10,0.0002
165.05,3,6e-05
178.75,7,0.00014
193.57,15,0.0003
209.63,15,0.0003
227.02,21,0.00042
245.86,35,0.0007
266.25,53,0.00106
288.34,80,0.0016
312.26,112,0.00224
338.16,130,0.0026
366.21,190,0.0038
396.59,237,0.00474
429.49,284,0.00568
465.12,322,0.00644
503.71,388,0.00776
545.49,473,0.00946
590.74,519,0.01038
639.75,645,0.0129
692.82,783,0.01566
750.29,850,0.017
812.54,1032,0.02064
879.94,1181,0.02362
952.94,1273,0.02546
1032,1523,0.03046
1117.6,1714,0.03428
1210.3,1938,0.03876
1310.7,2069,0.04138
1419.4,2223,0.04446
1537.2,2304,0.04608
1664.7,2366,0.04732
1802.8,2297,0.04594
1952.4,2009,0.04018
2114.3,1887,0.03774
2289.7,1549,0.03098
2479.7,1211,0.02422
