Bin , nEvents , Efficiencies
50,17,0.00068
70,4,0.00016
80,7,0.00028
90,10,0.0004
100,12,0.00048
120,12,0.00048
140,9,0.00036
160,10,0.0004
180,4,0.00016
200,7,0.00028
220,7,0.00028
240,5,0.0002
260,4,0.00016
280,9,0.00036
300,4,0.00016
320,6,0.00024
340,7,0.00028
360,11,0.00044
400,26,0.00104
500,37,0.00148
600,21,0.00084
700,19,0.00076
800,78,0.00312
