Bin , nEvents , Efficiencies
152.41,0,0
165.05,1,2e-05
178.75,0,0
193.57,2,4e-05
209.63,4,8e-05
227.02,3,6e-05
245.86,5,0.0001
266.25,6,0.00012
288.34,14,0.00028
312.26,9,0.00018
338.16,10,0.0002
366.21,30,0.0006
396.59,29,0.00058
429.49,42,0.00084
465.12,56,0.00112
503.71,76,0.00152
545.49,83,0.00166
590.74,117,0.00234
639.75,145,0.0029
692.82,146,0.00292
750.29,225,0.0045
812.54,269,0.00538
879.94,302,0.00604
952.94,392,0.00784
1032,421,0.00842
1117.6,488,0.00976
1210.3,582,0.01164
1310.7,643,0.01286
1419.4,768,0.01536
1537.2,859,0.01718
1664.7,1012,0.02024
1802.8,1095,0.0219
1952.4,1156,0.02312
2114.3,1316,0.02632
2289.7,1386,0.02772
2479.7,1419,0.02838
