Bin , nEvents , Efficiencies
152.41,269,0.01076
165.05,326,0.01304
178.75,393,0.01572
193.57,385,0.0154
209.63,436,0.01744
227.02,515,0.0206
245.86,453,0.01812
266.25,547,0.02188
288.34,584,0.02336
312.26,602,0.02408
338.16,590,0.0236
366.21,643,0.02572
396.59,655,0.0262
429.49,656,0.02624
465.12,650,0.026
503.71,687,0.02748
545.49,621,0.02484
590.74,677,0.02708
639.75,566,0.02264
692.82,590,0.0236
750.29,596,0.02384
812.54,532,0.02128
879.94,523,0.02092
952.94,485,0.0194
1032,446,0.01784
1117.6,397,0.01588
1210.3,324,0.01296
1310.7,343,0.01372
1419.4,225,0.009
1537.2,224,0.00896
1664.7,176,0.00704
1802.8,132,0.00528
1952.4,122,0.00488
2114.3,86,0.00344
2289.7,62,0.00248
2479.7,53,0.00212
