Bin , nEvents , Efficiencies
150,0,0.0
160,4,8e-05
170,1,2e-05
180,0,0.0
190,1,2e-05
200,1,2e-05
220,2,4e-05
240,2,4e-05
260,2,4e-05
280,0,0.0
300,0,0.0
320,0,0.0
340,0,0.0
360,0,0.0
380,0,0.0
400,1,2e-05
420,1,2e-05
440,1,2e-05
460,0,0.0
480,0,0.0
500,4,8e-05
520,2,4e-05
540,4,8e-05
560,0,0.0
580,0,0.0
600,0,0.0
630,4,8e-05
660,3,6e-05
690,4,8e-05
720,2,4e-05
750,2,4e-05
780,3,6e-05
810,0,0.0
840,3,6e-05
870,10,0.0002
900,13,0.00026
950,13,0.00026
1000,36,0.00072
1050,32,0.00064
1100,50,0.001
1150,54,0.00108
1200,54,0.00108
1250,81,0.00162
1310,79,0.00158
1370,66,0.00132
1430,81,0.00162
1490,75,0.0015
1550,74,0.00148
1610,115,0.0023
1680,100,0.002
1750,119,0.00238
1820,120,0.0024
1890,122,0.00244
1970,172,0.00344
2050,164,0.00328
