Bin , nEvents , Efficiencies
150,2,4e-05
160,3,6e-05
170,6,0.00012
180,6,0.00012
190,7,0.00014
200,19,0.00038
220,45,0.0009
240,39,0.00078
260,54,0.00108
280,54,0.00108
300,60,0.0012
320,77,0.00154
340,95,0.0019
360,91,0.00182
380,110,0.0022
400,106,0.00212
420,124,0.00248
440,110,0.0022
460,112,0.00224
480,110,0.0022
500,140,0.0028
520,119,0.00238
540,118,0.00236
560,133,0.00266
580,120,0.0024
600,248,0.00496
630,241,0.00482
660,278,0.00556
690,300,0.006
720,301,0.00602
750,291,0.00582
780,300,0.006
810,294,0.00588
840,344,0.00688
870,373,0.00746
900,593,0.01186
950,613,0.01226
1000,653,0.01306
1050,660,0.0132
1100,678,0.01356
1150,681,0.01362
1200,682,0.01364
1250,816,0.01632
1310,735,0.0147
1370,802,0.01604
1430,732,0.01464
1490,763,0.01526
1550,680,0.0136
1610,780,0.0156
1680,732,0.01464
1750,684,0.01368
1820,633,0.01266
1890,675,0.0135
1970,649,0.01298
2050,586,0.01172
