Bin , nEvents , Efficiencies
150,0,0.0
160,0,0.0
170,0,0.0
180,0,0.0
190,0,0.0
200,0,0.0
220,1,2e-05
240,0,0.0
260,0,0.0
280,0,0.0
300,2,4e-05
320,0,0.0
340,0,0.0
360,2,4e-05
380,0,0.0
400,3,6e-05
420,0,0.0
440,2,4e-05
460,5,0.0001
480,0,0.0
500,0,0.0
520,0,0.0
540,0,0.0
560,2,4e-05
580,0,0.0
600,5,0.0001
630,6,0.00012
660,1,2e-05
690,0,0.0
720,4,8e-05
750,6,0.00012
780,4,8e-05
810,0,0.0
840,5,0.0001
870,12,0.00024
900,6,0.00012
950,13,0.00026
1000,14,0.00028
1050,0,0.0
1100,7,0.00014
1150,25,0.0005
1200,21,0.00042
1250,44,0.00088
1310,50,0.001
1370,56,0.00112
1430,40,0.0008
1490,91,0.00182
1550,71,0.00142
1610,99,0.00198
1680,83,0.00166
1750,58,0.00116
1820,74,0.00148
1890,125,0.0025
1970,96,0.00192
2050,122,0.00244
