Bin , nEvents , Efficiencies
150,3,0.00012
160,4,0.00016
170,7,0.00028
180,12,0.00048
190,6,0.00024
200,29,0.00116
220,38,0.00152
240,38,0.00152
260,43,0.00172
280,60,0.0024
300,65,0.0026
320,62,0.00248
340,83,0.00332
360,88,0.00352
380,82,0.00328
400,85,0.0034
420,87,0.00348
440,82,0.00328
460,88,0.00352
480,108,0.00432
500,112,0.00448
520,89,0.00356
540,109,0.00436
560,116,0.00464
580,112,0.00448
600,156,0.00624
630,202,0.00808
660,180,0.0072
690,177,0.00708
720,193,0.00772
750,194,0.00776
780,191,0.00764
810,213,0.00852
840,217,0.00868
870,207,0.00828
900,324,0.01296
950,382,0.01528
1000,352,0.01408
1050,342,0.01368
1100,321,0.01284
1150,328,0.01312
1200,293,0.01172
1250,348,0.01392
1310,339,0.01356
1370,342,0.01368
1430,327,0.01308
1490,321,0.01284
1550,304,0.01216
1610,315,0.0126
1680,314,0.01256
1750,287,0.01148
1820,254,0.01016
1890,308,0.01232
1970,263,0.01052
2050,254,0.01016
