Bin , nEvents , Efficiencies
150,1276,0.02552
160,1124,0.02248
170,956,0.01912
180,831,0.01662
190,716,0.01432
200,1307,0.02614
220,946,0.01892
240,840,0.0168
260,687,0.01374
280,610,0.0122
300,475,0.0095
320,419,0.00838
340,365,0.0073
360,268,0.00536
380,243,0.00486
400,217,0.00434
420,207,0.00414
440,175,0.0035
460,139,0.00278
480,133,0.00266
500,111,0.00222
520,104,0.00208
540,91,0.00182
560,74,0.00148
580,77,0.00154
600,75,0.0015
630,81,0.00162
660,57,0.00114
690,45,0.0009
720,46,0.00092
750,42,0.00084
780,25,0.0005
810,26,0.00052
840,20,0.0004
870,16,0.00032
900,35,0.0007
950,20,0.0004
1000,17,0.00034
1050,14,0.00028
1100,8,0.00016
1150,5,0.0001
1200,8,0.00016
1250,9,0.00018
1310,5,0.0001
1370,8,0.00016
1430,3,6e-05
1490,3,6e-05
1550,2,4e-05
1610,9,0.00018
1680,1,2e-05
1750,0,0
1820,0,0
1890,0,0
1970,0,0
2050,0,0
