Bin , nEvents , Efficiencies
150,1294,0.02588
160,1069,0.02138
170,920,0.0184
180,811,0.01622
190,741,0.01482
200,1235,0.0247
220,1026,0.02052
240,837,0.01674
260,752,0.01504
280,624,0.01248
300,518,0.01036
320,417,0.00834
340,356,0.00712
360,293,0.00586
380,238,0.00476
400,233,0.00466
420,196,0.00392
440,156,0.00312
460,140,0.0028
480,126,0.00252
500,110,0.0022
520,110,0.0022
540,85,0.0017
560,78,0.00156
580,64,0.00128
600,96,0.00192
630,76,0.00152
660,64,0.00128
690,64,0.00128
720,50,0.001
750,35,0.0007
780,26,0.00052
810,28,0.00056
840,25,0.0005
870,30,0.0006
900,42,0.00084
950,25,0.0005
1000,22,0.00044
1050,13,0.00026
1100,17,0.00034
1150,21,0.00042
1200,7,0.00014
1250,8,0.00016
1310,9,0.00018
1370,7,0.00014
1430,3,6e-05
1490,7,0.00014
1550,3,6e-05
1610,4,8e-05
1680,2,4e-05
1750,3,6e-05
1820,2,4e-05
1890,0,0
1970,3,6e-05
2050,1,2e-05
