Bin , nEvents , Efficiencies
150,0,0
160,1,2e-05
170,0,0
180,1,2e-05
190,1,2e-05
200,2,4e-05
220,4,8e-05
240,2,4e-05
260,0,0
280,8,0.00016
300,6,0.00012
320,8,0.00016
340,11,0.00022
360,8,0.00016
380,12,0.00024
400,15,0.0003
420,16,0.00032
440,27,0.00054
460,41,0.00082
480,34,0.00068
500,44,0.00088
520,41,0.00082
540,42,0.00084
560,55,0.0011
580,52,0.00104
600,92,0.00184
630,99,0.00198
660,102,0.00204
690,98,0.00196
720,122,0.00244
750,120,0.0024
780,131,0.00262
810,132,0.00264
840,118,0.00236
870,137,0.00274
900,194,0.00388
950,230,0.0046
1000,241,0.00482
1050,257,0.00514
1100,265,0.0053
1150,272,0.00544
1200,311,0.00622
1250,351,0.00702
1310,401,0.00802
1370,401,0.00802
1430,402,0.00804
1490,400,0.008
1550,413,0.00826
1610,486,0.00972
1680,546,0.01092
1750,503,0.01006
1820,490,0.0098
1890,543,0.01086
1970,561,0.01122
2050,565,0.0113
