Bin , nEvents , Efficiencies
150,0,0
160,1,2e-05
170,1,2e-05
180,0,0
190,2,4e-05
200,3,6e-05
220,2,4e-05
240,2,4e-05
260,0,0
280,1,2e-05
300,1,2e-05
320,1,2e-05
340,6,0.00012
360,1,2e-05
380,3,6e-05
400,3,6e-05
420,2,4e-05
440,6,0.00012
460,8,0.00016
480,7,0.00014
500,6,0.00012
520,13,0.00026
540,9,0.00018
560,15,0.0003
580,20,0.0004
600,37,0.00074
630,37,0.00074
660,43,0.00086
690,48,0.00096
720,64,0.00128
750,86,0.00172
780,82,0.00164
810,75,0.0015
840,85,0.0017
870,69,0.00138
900,124,0.00248
950,149,0.00298
1000,162,0.00324
1050,153,0.00306
1100,193,0.00386
1150,180,0.0036
1200,198,0.00396
1250,231,0.00462
1310,239,0.00478
1370,244,0.00488
1430,271,0.00542
1490,272,0.00544
1550,286,0.00572
1610,382,0.00764
1680,349,0.00698
1750,353,0.00706
1820,395,0.0079
1890,469,0.00938
1970,459,0.00918
2050,486,0.00972
