Bin , nEvents , Efficiencies
150,2,4e-05
160,2,4e-05
170,1,2e-05
180,1,2e-05
190,2,4e-05
200,4,8e-05
220,5,0.0001
240,5,0.0001
260,8,0.00016
280,10,0.0002
300,17,0.00034
320,15,0.0003
340,17,0.00034
360,27,0.00054
380,20,0.0004
400,35,0.0007
420,50,0.001
440,54,0.00108
460,71,0.00142
480,84,0.00168
500,54,0.00108
520,77,0.00154
540,74,0.00148
560,73,0.00146
580,70,0.0014
600,135,0.0027
630,134,0.00268
660,128,0.00256
690,131,0.00262
720,151,0.00302
750,137,0.00274
780,136,0.00272
810,148,0.00296
840,163,0.00326
870,162,0.00324
900,289,0.00578
950,353,0.00706
1000,368,0.00736
1050,380,0.0076
1100,363,0.00726
1150,345,0.0069
1200,387,0.00774
1250,509,0.01018
1310,486,0.00972
1370,531,0.01062
1430,512,0.01024
1490,525,0.0105
1550,500,0.01
1610,604,0.01208
1680,610,0.0122
1750,568,0.01136
1820,620,0.0124
1890,642,0.01284
1970,654,0.01308
2050,640,0.0128
