Bin , nEvents , Efficiencies
150,42,0.00084
160,42,0.00084
170,55,0.0011
180,63,0.00126
190,61,0.00122
200,126,0.00252
220,146,0.00292
240,169,0.00338
260,184,0.00368
280,191,0.00382
300,200,0.004
320,210,0.0042
340,205,0.0041
360,236,0.00472
380,240,0.0048
400,255,0.0051
420,271,0.00542
440,231,0.00462
460,243,0.00486
480,305,0.0061
500,276,0.00552
520,265,0.0053
540,308,0.00616
560,296,0.00592
580,313,0.00626
600,432,0.00864
630,449,0.00898
660,441,0.00882
690,419,0.00838
720,422,0.00844
750,408,0.00816
780,430,0.0086
810,417,0.00834
840,447,0.00894
870,448,0.00896
900,708,0.01416
950,719,0.01438
1000,680,0.0136
1050,637,0.01274
1100,634,0.01268
1150,588,0.01176
1200,588,0.01176
1250,650,0.013
1310,674,0.01348
1370,569,0.01138
1430,563,0.01126
1490,531,0.01062
1550,513,0.01026
1610,553,0.01106
1680,495,0.0099
1750,445,0.0089
1820,423,0.00846
1890,432,0.00864
1970,412,0.00824
2050,338,0.00676
