Bin , nEvents , Efficiencies
150,31,0.00062
160,36,0.00072
170,38,0.00076
180,38,0.00076
190,46,0.00092
200,109,0.00218
220,157,0.00314
240,151,0.00302
260,150,0.003
280,172,0.00344
300,197,0.00394
320,189,0.00378
340,203,0.00406
360,235,0.0047
380,199,0.00398
400,230,0.0046
420,219,0.00438
440,257,0.00514
460,275,0.0055
480,307,0.00614
500,222,0.00444
520,252,0.00504
540,316,0.00632
560,305,0.0061
580,295,0.0059
600,418,0.00836
630,476,0.00952
660,484,0.00968
690,466,0.00932
720,462,0.00924
750,462,0.00924
780,476,0.00952
810,478,0.00956
840,473,0.00946
870,429,0.00858
900,758,0.01516
950,764,0.01528
1000,751,0.01502
1050,717,0.01434
1100,690,0.0138
1150,644,0.01288
1200,603,0.01206
1250,691,0.01382
1310,637,0.01274
1370,614,0.01228
1430,546,0.01092
1490,514,0.01028
1550,498,0.00996
1610,521,0.01042
1680,462,0.00924
1750,450,0.009
1820,358,0.00716
1890,361,0.00722
1970,341,0.00682
2050,300,0.006
