Bin , nEvents , Efficiencies
150,1,2e-05
200,4,8e-05
250,2,4e-05
300,8,0.00016
350,6,0.00012
400,3,6e-05
450,8,0.00016
500,1,2e-05
550,9,0.00018
650,24,0.00048
