Bin , nEvents , Efficiencies
50,5,0.0002
100,9,0.00036
150,4,0.00016
200,4,0.00016
250,5,0.0002
300,5,0.0002
350,5,0.0002
400,7,0.00028
500,3,0.00012
600,42,0.00168
