Bin , nEvents , Efficiencies
152.41,1698,0.03396
165.05,1642,0.03284
178.75,1515,0.0303
193.57,1482,0.02964
209.63,1463,0.02926
227.02,1315,0.0263
245.86,1250,0.025
266.25,1129,0.02258
288.34,1163,0.02326
312.26,981,0.01962
338.16,895,0.0179
366.21,824,0.01648
396.59,808,0.01616
429.49,706,0.01412
465.12,644,0.01288
503.71,584,0.01168
545.49,523,0.01046
590.74,475,0.0095
639.75,424,0.00848
692.82,367,0.00734
750.29,302,0.00604
812.54,278,0.00556
879.94,257,0.00514
952.94,236,0.00472
1032,192,0.00384
1117.6,167,0.00334
1210.3,136,0.00272
1310.7,99,0.00198
1419.4,100,0.002
1537.2,69,0.00138
1664.7,54,0.00108
1802.8,40,0.0008
1952.4,25,0.0005
2114.3,24,0.00048
2289.7,17,0.00034
2479.7,6,0.00012
