Bin , nEvents , Efficiencies
150,76,0.00152
200,130,0.0026
250,83,0.00166
300,43,0.00086
350,52,0.00104
400,20,0.0004
450,10,0.0002
500,20,0.0004
600,7,0.00014
700,8,0.00016
800,1,2e-05
900,3,6e-05
1000,0,0
1150,6,0.00012
