bin_HH,nEvents,Efficiencies
150,0,0.0
200,0,0.0
250,1,2e-05
300,0,0.0
350,0,0.0
400,6,0.00012
450,6,0.00012
500,8,0.00016
600,18,0.00036
700,25,0.0005
800,30,0.0006
900,27,0.00054
1000,50,0.001
1150,122,0.00244
