Bin , nEvents , Efficiencies
152.41,0,0
165.05,1,4e-05
178.75,0,0
193.57,1,4e-05
209.63,1,4e-05
227.02,1,4e-05
245.86,1,4e-05
266.25,1,4e-05
288.34,3,0.00012
312.26,2,8e-05
338.16,4,0.00016
366.21,3,0.00012
396.59,8,0.00032
429.49,14,0.00056
465.12,16,0.00064
503.71,19,0.00076
545.49,34,0.00136
590.74,32,0.00128
639.75,58,0.00232
692.82,76,0.00304
750.29,83,0.00332
812.54,100,0.004
879.94,123,0.00492
952.94,130,0.0052
1032,178,0.00712
1117.6,220,0.0088
1210.3,256,0.01024
1310.7,303,0.01212
1419.4,358,0.01432
1537.2,488,0.01952
1664.7,558,0.02232
1802.8,695,0.0278
1952.4,772,0.03088
2114.3,906,0.03624
2289.7,982,0.03928
2479.7,1031,0.04124
