Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,0,0
180,0,0
190,0,0
200,2,4e-05
220,0,0
240,0,0
260,0,0
280,1,2e-05
300,2,4e-05
320,4,8e-05
340,2,4e-05
360,3,6e-05
380,0,0
400,3,6e-05
420,0,0
440,4,8e-05
460,2,4e-05
480,2,4e-05
500,4,8e-05
520,3,6e-05
540,10,0.0002
560,2,4e-05
580,10,0.0002
600,17,0.00034
630,18,0.00036
660,17,0.00034
690,21,0.00042
720,31,0.00062
750,27,0.00054
780,31,0.00062
810,34,0.00068
840,51,0.00102
870,61,0.00122
900,104,0.00208
950,104,0.00208
1000,127,0.00254
1050,113,0.00226
1100,131,0.00262
1150,139,0.00278
1200,147,0.00294
1250,162,0.00324
1310,183,0.00366
1370,186,0.00372
1430,170,0.0034
1490,208,0.00416
1550,203,0.00406
1610,241,0.00482
1680,259,0.00518
1750,278,0.00556
1820,296,0.00592
1890,332,0.00664
1970,344,0.00688
2050,380,0.0076
