Bin , nEvents , Efficiencies
150,2,4e-05
160,1,2e-05
170,2,4e-05
180,5,0.0001
190,2,4e-05
200,14,0.00028
220,13,0.00026
240,20,0.0004
260,20,0.0004
280,37,0.00074
300,53,0.00106
320,47,0.00094
340,60,0.0012
360,80,0.0016
380,78,0.00156
400,73,0.00146
420,98,0.00196
440,98,0.00196
460,115,0.0023
480,109,0.00218
500,92,0.00184
520,103,0.00206
540,100,0.002
560,129,0.00258
580,134,0.00268
600,168,0.00336
630,192,0.00384
660,199,0.00398
690,215,0.0043
720,240,0.0048
750,224,0.00448
780,235,0.0047
810,236,0.00472
840,256,0.00512
870,276,0.00552
900,457,0.00914
950,431,0.00862
1000,448,0.00896
1050,481,0.00962
1100,469,0.00938
1150,520,0.0104
1200,483,0.00966
1250,599,0.01198
1310,586,0.01172
1370,581,0.01162
1430,607,0.01214
1490,593,0.01186
1550,608,0.01216
1610,700,0.014
1680,635,0.0127
1750,610,0.0122
1820,585,0.0117
1890,725,0.0145
1970,699,0.01398
2050,705,0.0141
