Bin , nEvents , Efficiencies
150,169,0.00338
160,187,0.00374
170,191,0.00382
180,199,0.00398
190,216,0.00432
200,397,0.00794
220,438,0.00876
240,458,0.00916
260,493,0.00986
280,489,0.00978
300,483,0.00966
320,500,0.01
340,501,0.01002
360,544,0.01088
380,515,0.0103
400,505,0.0101
420,525,0.0105
440,493,0.00986
460,467,0.00934
480,474,0.00948
500,475,0.0095
520,432,0.00864
540,453,0.00906
560,396,0.00792
580,460,0.0092
600,637,0.01274
630,576,0.01152
660,531,0.01062
690,543,0.01086
720,487,0.00974
750,493,0.00986
780,474,0.00948
810,449,0.00898
840,407,0.00814
870,383,0.00766
900,654,0.01308
950,571,0.01142
1000,531,0.01062
1050,462,0.00924
1100,398,0.00796
1150,410,0.0082
1200,315,0.0063
1250,349,0.00698
1310,292,0.00584
1370,302,0.00604
1430,249,0.00498
1490,195,0.0039
1550,202,0.00404
1610,174,0.00348
1680,168,0.00336
1750,132,0.00264
1820,96,0.00192
1890,102,0.00204
1970,88,0.00176
2050,71,0.00142
