Bin , nEvents , Efficiencies
152.41,206,0.00412
165.05,213,0.00426
178.75,276,0.00552
193.57,341,0.00682
209.63,381,0.00762
227.02,431,0.00862
245.86,500,0.01
266.25,547,0.01094
288.34,606,0.01212
312.26,644,0.01288
338.16,710,0.0142
366.21,762,0.01524
396.59,864,0.01728
429.49,976,0.01952
465.12,1089,0.02178
503.71,1119,0.02238
545.49,1255,0.0251
590.74,1318,0.02636
639.75,1325,0.0265
692.82,1437,0.02874
750.29,1525,0.0305
812.54,1464,0.02928
879.94,1487,0.02974
952.94,1524,0.03048
1032,1558,0.03116
1117.6,1572,0.03144
1210.3,1518,0.03036
1310.7,1505,0.0301
1419.4,1363,0.02726
1537.2,1261,0.02522
1664.7,1159,0.02318
1802.8,1102,0.02204
1952.4,904,0.01808
2114.3,788,0.01576
2289.7,624,0.01248
2479.7,522,0.01044
