Bin , nEvents , Efficiencies
152.41,567,0.01134
165.05,726,0.01452
178.75,802,0.01604
193.57,805,0.0161
209.63,947,0.01894
227.02,1034,0.02068
245.86,1113,0.02226
266.25,1086,0.02172
288.34,1223,0.02446
312.26,1166,0.02332
338.16,1244,0.02488
366.21,1351,0.02702
396.59,1333,0.02666
429.49,1350,0.027
465.12,1370,0.0274
503.71,1278,0.02556
545.49,1367,0.02734
590.74,1338,0.02676
639.75,1275,0.0255
692.82,1147,0.02294
750.29,1076,0.02152
812.54,1098,0.02196
879.94,1001,0.02002
952.94,882,0.01764
1032,817,0.01634
1117.6,667,0.01334
1210.3,541,0.01082
1310.7,459,0.00918
1419.4,356,0.00712
1537.2,266,0.00532
1664.7,178,0.00356
1802.8,143,0.00286
1952.4,77,0.00154
2114.3,52,0.00104
2289.7,48,0.00096
2479.7,21,0.00042
