Bin , nEvents , Efficiencies
150,236,0.00472
160,252,0.00504
170,266,0.00532
180,288,0.00576
190,284,0.00568
200,578,0.01156
220,617,0.01234
240,609,0.01218
260,612,0.01224
280,629,0.01258
300,643,0.01286
320,648,0.01296
340,648,0.01296
360,632,0.01264
380,562,0.01124
400,554,0.01108
420,494,0.00988
440,533,0.01066
460,514,0.01028
480,552,0.01104
500,512,0.01024
520,454,0.00908
540,490,0.0098
560,439,0.00878
580,416,0.00832
600,576,0.01152
630,587,0.01174
660,584,0.01168
690,489,0.00978
720,432,0.00864
750,444,0.00888
780,416,0.00832
810,404,0.00808
840,353,0.00706
870,287,0.00574
900,458,0.00916
950,439,0.00878
1000,379,0.00758
1050,318,0.00636
1100,246,0.00492
1150,211,0.00422
1200,205,0.0041
1250,195,0.0039
1310,182,0.00364
1370,172,0.00344
1430,147,0.00294
1490,141,0.00282
1550,126,0.00252
1610,83,0.00166
1680,79,0.00158
1750,69,0.00138
1820,59,0.00118
1890,46,0.00092
1970,48,0.00096
2050,29,0.00058
