Bin , nEvents , Efficiencies
150,137,0.00274
160,152,0.00304
170,146,0.00292
180,155,0.0031
190,138,0.00276
200,379,0.00758
220,372,0.00744
240,390,0.0078
260,443,0.00886
280,400,0.008
300,451,0.00902
320,385,0.0077
340,400,0.008
360,421,0.00842
380,380,0.0076
400,399,0.00798
420,395,0.0079
440,414,0.00828
460,393,0.00786
480,393,0.00786
500,422,0.00844
520,384,0.00768
540,354,0.00708
560,373,0.00746
580,384,0.00768
600,512,0.01024
630,527,0.01054
660,538,0.01076
690,472,0.00944
720,469,0.00938
750,478,0.00956
780,402,0.00804
810,412,0.00824
840,412,0.00824
870,394,0.00788
900,606,0.01212
950,570,0.0114
1000,520,0.0104
1050,484,0.00968
1100,462,0.00924
1150,460,0.0092
1200,411,0.00822
1250,453,0.00906
1310,412,0.00824
1370,381,0.00762
1430,353,0.00706
1490,296,0.00592
1550,262,0.00524
1610,281,0.00562
1680,266,0.00532
1750,251,0.00502
1820,231,0.00462
1890,225,0.0045
1970,180,0.0036
2050,177,0.00354
