Bin , nEvents , Efficiencies
150,3,6e-05
200,6,0.00012
250,14,0.00028
300,11,0.00022
350,11,0.00022
400,10,0.0002
450,4,8e-05
500,8,0.00016
550,9,0.00018
650,35,0.0007
