Bin , nEvents , Efficiencies
50,22,0.00044
70,20,0.0004
80,8,0.00016
90,10,0.0002
100,14,0.00028
120,11,0.00022
140,10,0.0002
160,11,0.00022
180,18,0.00036
200,18,0.00036
220,21,0.00042
240,20,0.0004
260,6,0.00012
280,12,0.00024
300,14,0.00028
320,14,0.00028
340,12,0.00024
360,17,0.00034
400,61,0.00122
500,39,0.00078
600,27,0.00054
700,39,0.00078
800,273,0.00546
