Bin , nEvents , Efficiencies
152.41,241,0.00482
165.05,299,0.00598
178.75,355,0.0071
193.57,412,0.00824
209.63,450,0.009
227.02,587,0.01174
245.86,596,0.01192
266.25,628,0.01256
288.34,722,0.01444
312.26,767,0.01534
338.16,897,0.01794
366.21,1022,0.02044
396.59,1049,0.02098
429.49,1123,0.02246
465.12,1177,0.02354
503.71,1294,0.02588
545.49,1341,0.02682
590.74,1390,0.0278
639.75,1438,0.02876
692.82,1524,0.03048
750.29,1554,0.03108
812.54,1491,0.02982
879.94,1582,0.03164
952.94,1558,0.03116
1032,1478,0.02956
1117.6,1457,0.02914
1210.3,1376,0.02752
1310.7,1284,0.02568
1419.4,1189,0.02378
1537.2,1057,0.02114
1664.7,928,0.01856
1802.8,812,0.01624
1952.4,657,0.01314
2114.3,496,0.00992
2289.7,420,0.0084
2479.7,263,0.00526
