Bin , nEvents , Efficiencies
150,153,0.00306
160,149,0.00298
170,164,0.00328
180,169,0.00338
190,155,0.0031
200,368,0.00736
220,392,0.00784
240,372,0.00744
260,405,0.0081
280,438,0.00876
300,417,0.00834
320,398,0.00796
340,401,0.00802
360,416,0.00832
380,393,0.00786
400,397,0.00794
420,431,0.00862
440,399,0.00798
460,364,0.00728
480,374,0.00748
500,394,0.00788
520,376,0.00752
540,386,0.00772
560,352,0.00704
580,360,0.0072
600,527,0.01054
630,495,0.0099
660,519,0.01038
690,467,0.00934
720,496,0.00992
750,437,0.00874
780,431,0.00862
810,430,0.0086
840,397,0.00794
870,371,0.00742
900,622,0.01244
950,576,0.01152
1000,523,0.01046
1050,499,0.00998
1100,460,0.0092
1150,430,0.0086
1200,424,0.00848
1250,455,0.0091
1310,387,0.00774
1370,363,0.00726
1430,363,0.00726
1490,318,0.00636
1550,300,0.006
1610,346,0.00692
1680,293,0.00586
1750,262,0.00524
1820,239,0.00478
1890,249,0.00498
1970,203,0.00406
2050,178,0.00356
