bin_HH,nEvents,Efficiencies
50,36,0.00072
70,13,0.00026
80,10,0.0002
90,11,0.00022
100,23,0.00046
120,25,0.0005
140,25,0.0005
160,29,0.00058
180,29,0.00058
200,27,0.00054
220,22,0.00044
240,25,0.0005
260,31,0.00062
280,19,0.00038
300,26,0.00052
320,34,0.00068
340,21,0.00042
360,57,0.00114
400,120,0.0024
500,131,0.00262
600,125,0.0025
700,95,0.0019
800,255,0.0051
