bin_HH,nEvents,Efficiencies
150,0,0.0
200,2,4e-05
250,0,0.0
300,1,2e-05
350,1,2e-05
400,0,0.0
450,2,4e-05
500,1,2e-05
550,3,6e-05
650,43,0.00086
