bin_HH,nEvents,Efficiencies
150,3,6e-05
200,2,4e-05
250,0,0.0
300,10,0.0002
350,18,0.00036
400,20,0.0004
450,19,0.00038
500,51,0.00102
600,53,0.00106
700,55,0.0011
800,55,0.0011
900,51,0.00102
1000,80,0.0016
1150,136,0.00272
