bin_HH,nEvents,Efficiencies
50,4,8e-05
100,5,0.0001
150,6,0.00012
200,2,4e-05
250,9,0.00018
300,5,0.0001
350,9,0.00018
400,11,0.00022
500,8,0.00016
600,46,0.00092
