Bin , nEvents , Efficiencies
150,2,8e-05
200,2,8e-05
250,3,0.00012
300,1,4e-05
350,2,8e-05
400,3,0.00012
450,3,0.00012
500,3,0.00012
550,0,0
650,5,0.0002
