Bin , nEvents , Efficiencies
152.41,562,0.01124
165.05,751,0.01502
178.75,763,0.01526
193.57,814,0.01628
209.63,917,0.01834
227.02,1033,0.02066
245.86,1075,0.0215
266.25,1099,0.02198
288.34,1204,0.02408
312.26,1252,0.02504
338.16,1244,0.02488
366.21,1328,0.02656
396.59,1320,0.0264
429.49,1334,0.02668
465.12,1320,0.0264
503.71,1331,0.02662
545.49,1332,0.02664
590.74,1307,0.02614
639.75,1223,0.02446
692.82,1148,0.02296
750.29,1120,0.0224
812.54,1126,0.02252
879.94,950,0.019
952.94,884,0.01768
1032,762,0.01524
1117.6,620,0.0124
1210.3,553,0.01106
1310.7,443,0.00886
1419.4,358,0.00716
1537.2,297,0.00594
1664.7,227,0.00454
1802.8,135,0.0027
1952.4,98,0.00196
2114.3,52,0.00104
2289.7,48,0.00096
2479.7,20,0.0004
