Bin , nEvents , Efficiencies
152.41,569,0.01138
165.05,656,0.01312
178.75,728,0.01456
193.57,822,0.01644
209.63,912,0.01824
227.02,974,0.01948
245.86,1029,0.02058
266.25,1042,0.02084
288.34,1213,0.02426
312.26,1216,0.02432
338.16,1273,0.02546
366.21,1221,0.02442
396.59,1246,0.02492
429.49,1350,0.027
465.12,1273,0.02546
503.71,1357,0.02714
545.49,1266,0.02532
590.74,1231,0.02462
639.75,1233,0.02466
692.82,1104,0.02208
750.29,1115,0.0223
812.54,1072,0.02144
879.94,952,0.01904
952.94,853,0.01706
1032,771,0.01542
1117.6,705,0.0141
1210.3,648,0.01296
1310.7,518,0.01036
1419.4,421,0.00842
1537.2,390,0.0078
1664.7,286,0.00572
1802.8,249,0.00498
1952.4,174,0.00348
2114.3,134,0.00268
2289.7,89,0.00178
2479.7,53,0.00106
