Bin , nEvents , Efficiencies
150,70,0.0014
160,78,0.00156
170,75,0.0015
180,77,0.00154
190,99,0.00198
200,192,0.00384
220,225,0.0045
240,265,0.0053
260,252,0.00504
280,284,0.00568
300,291,0.00582
320,314,0.00628
340,321,0.00642
360,368,0.00736
380,360,0.0072
400,379,0.00758
420,341,0.00682
440,364,0.00728
460,377,0.00754
480,373,0.00746
500,393,0.00786
520,393,0.00786
540,396,0.00792
560,425,0.0085
580,381,0.00762
600,597,0.01194
630,547,0.01094
660,569,0.01138
690,592,0.01184
720,564,0.01128
750,555,0.0111
780,494,0.00988
810,518,0.01036
840,472,0.00944
870,459,0.00918
900,768,0.01536
950,712,0.01424
1000,682,0.01364
1050,603,0.01206
1100,537,0.01074
1150,527,0.01054
1200,470,0.0094
1250,561,0.01122
1310,478,0.00956
1370,423,0.00846
1430,394,0.00788
1490,360,0.0072
1550,334,0.00668
1610,280,0.0056
1680,276,0.00552
1750,261,0.00522
1820,193,0.00386
1890,192,0.00384
1970,193,0.00386
2050,147,0.00294
