Bin , nEvents , Efficiencies
150,44,0.00088
200,131,0.00262
250,146,0.00292
300,131,0.00262
350,138,0.00276
400,131,0.00262
450,137,0.00274
500,204,0.00408
600,167,0.00334
700,146,0.00292
800,99,0.00198
900,98,0.00196
1000,93,0.00186
1150,129,0.00258
