Bin , nEvents , Efficiencies
152.41,15,0.0003
165.05,10,0.0002
178.75,14,0.00028
193.57,17,0.00034
209.63,25,0.0005
227.02,39,0.00078
245.86,41,0.00082
266.25,64,0.00128
288.34,85,0.0017
312.26,118,0.00236
338.16,132,0.00264
366.21,184,0.00368
396.59,215,0.0043
429.49,231,0.00462
465.12,322,0.00644
503.71,362,0.00724
545.49,415,0.0083
590.74,571,0.01142
639.75,590,0.0118
692.82,689,0.01378
750.29,832,0.01664
812.54,918,0.01836
879.94,1111,0.02222
952.94,1221,0.02442
1032,1414,0.02828
1117.6,1551,0.03102
1210.3,1716,0.03432
1310.7,1870,0.0374
1419.4,2045,0.0409
1537.2,2130,0.0426
1664.7,2196,0.04392
1802.8,2321,0.04642
1952.4,2229,0.04458
2114.3,2146,0.04292
2289.7,1986,0.03972
2479.7,1687,0.03374
