Bin , nEvents , Efficiencies
152.41,32,0.00064
165.05,50,0.001
178.75,59,0.00118
193.57,92,0.00184
209.63,120,0.0024
227.02,147,0.00294
245.86,170,0.0034
266.25,226,0.00452
288.34,228,0.00456
312.26,315,0.0063
338.16,384,0.00768
366.21,456,0.00912
396.59,498,0.00996
429.49,592,0.01184
465.12,678,0.01356
503.71,818,0.01636
545.49,956,0.01912
590.74,1087,0.02174
639.75,1220,0.0244
692.82,1348,0.02696
750.29,1511,0.03022
812.54,1685,0.0337
879.94,1865,0.0373
952.94,1880,0.0376
1032,2163,0.04326
1117.6,2108,0.04216
1210.3,2192,0.04384
1310.7,2128,0.04256
1419.4,1986,0.03972
1537.2,1937,0.03874
1664.7,1607,0.03214
1802.8,1392,0.02784
1952.4,1187,0.02374
2114.3,925,0.0185
2289.7,730,0.0146
2479.7,484,0.00968
