Bin , nEvents , Efficiencies
150,76,0.00152
200,134,0.00268
250,146,0.00292
300,111,0.00222
350,63,0.00126
400,46,0.00092
450,36,0.00072
500,53,0.00106
600,26,0.00052
700,13,0.00026
800,14,0.00028
900,6,0.00012
1000,6,0.00012
1150,14,0.00028
