Bin , nEvents , Efficiencies
152.41,311,0.00622
165.05,417,0.00834
178.75,456,0.00912
193.57,574,0.01148
209.63,659,0.01318
227.02,708,0.01416
245.86,831,0.01662
266.25,803,0.01606
288.34,970,0.0194
312.26,1048,0.02096
338.16,1113,0.02226
366.21,1235,0.0247
396.59,1285,0.0257
429.49,1388,0.02776
465.12,1532,0.03064
503.71,1573,0.03146
545.49,1588,0.03176
590.74,1591,0.03182
639.75,1646,0.03292
692.82,1620,0.0324
750.29,1543,0.03086
812.54,1556,0.03112
879.94,1521,0.03042
952.94,1374,0.02748
1032,1279,0.02558
1117.6,1128,0.02256
1210.3,1006,0.02012
1310.7,818,0.01636
1419.4,669,0.01338
1537.2,588,0.01176
1664.7,449,0.00898
1802.8,343,0.00686
1952.4,277,0.00554
2114.3,178,0.00356
2289.7,119,0.00238
2479.7,58,0.00116
