Bin , nEvents , Efficiencies
152.41,268,0.00536
165.05,304,0.00608
178.75,346,0.00692
193.57,420,0.0084
209.63,459,0.00918
227.02,552,0.01104
245.86,667,0.01334
266.25,692,0.01384
288.34,847,0.01694
312.26,840,0.0168
338.16,907,0.01814
366.21,1026,0.02052
396.59,1040,0.0208
429.49,1139,0.02278
465.12,1275,0.0255
503.71,1295,0.0259
545.49,1372,0.02744
590.74,1439,0.02878
639.75,1518,0.03036
692.82,1557,0.03114
750.29,1565,0.0313
812.54,1611,0.03222
879.94,1561,0.03122
952.94,1553,0.03106
1032,1476,0.02952
1117.6,1379,0.02758
1210.3,1359,0.02718
1310.7,1197,0.02394
1419.4,1132,0.02264
1537.2,954,0.01908
1664.7,845,0.0169
1802.8,767,0.01534
1952.4,605,0.0121
2114.3,426,0.00852
2289.7,329,0.00658
2479.7,248,0.00496
