Bin , nEvents , Efficiencies
152.41,132,0.00528
165.05,165,0.0066
178.75,177,0.00708
193.57,219,0.00876
209.63,264,0.01056
227.02,276,0.01104
245.86,308,0.01232
266.25,314,0.01256
288.34,361,0.01444
312.26,418,0.01672
338.16,427,0.01708
366.21,467,0.01868
396.59,529,0.02116
429.49,545,0.0218
465.12,537,0.02148
503.71,554,0.02216
545.49,623,0.02492
590.74,665,0.0266
639.75,655,0.0262
692.82,655,0.0262
750.29,730,0.0292
812.54,733,0.02932
879.94,722,0.02888
952.94,721,0.02884
1032,741,0.02964
1117.6,703,0.02812
1210.3,698,0.02792
1310.7,628,0.02512
1419.4,584,0.02336
1537.2,555,0.0222
1664.7,500,0.02
1802.8,429,0.01716
1952.4,382,0.01528
2114.3,301,0.01204
2289.7,259,0.01036
2479.7,198,0.00792
