Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,5,0.0001
178.75,1,2e-05
193.57,5,0.0001
209.63,4,8e-05
227.02,11,0.00022
245.86,14,0.00028
266.25,14,0.00028
288.34,20,0.0004
312.26,36,0.00072
338.16,59,0.00118
366.21,79,0.00158
396.59,129,0.00258
429.49,130,0.0026
465.12,188,0.00376
503.71,260,0.0052
545.49,292,0.00584
590.74,338,0.00676
639.75,394,0.00788
692.82,427,0.00854
750.29,558,0.01116
812.54,626,0.01252
879.94,728,0.01456
952.94,875,0.0175
1032,956,0.01912
1117.6,1153,0.02306
1210.3,1335,0.0267
1310.7,1479,0.02958
1419.4,1722,0.03444
1537.2,1836,0.03672
1664.7,2128,0.04256
1802.8,2126,0.04252
1952.4,2152,0.04304
2114.3,2107,0.04214
2289.7,1920,0.0384
2479.7,1741,0.03482
