Bin , nEvents , Efficiencies
50,5,0.0001
100,1,2e-05
150,2,4e-05
200,4,8e-05
250,3,6e-05
300,8,0.00016
350,6,0.00012
400,11,0.00022
500,10,0.0002
600,60,0.0012
