Bin , nEvents , Efficiencies
150,5,0.0001
160,4,8e-05
170,6,0.00012
180,5,0.0001
190,7,0.00014
200,10,0.0002
220,12,0.00024
240,22,0.00044
260,30,0.0006
280,57,0.00114
300,51,0.00102
320,48,0.00096
340,52,0.00104
360,60,0.0012
380,75,0.0015
400,60,0.0012
420,92,0.00184
440,83,0.00166
460,95,0.0019
480,104,0.00208
500,104,0.00208
520,116,0.00232
540,107,0.00214
560,125,0.0025
580,125,0.0025
600,228,0.00456
630,214,0.00428
660,204,0.00408
690,228,0.00456
720,221,0.00442
750,251,0.00502
780,213,0.00426
810,239,0.00478
840,253,0.00506
870,261,0.00522
900,429,0.00858
950,479,0.00958
1000,498,0.00996
1050,530,0.0106
1100,511,0.01022
1150,464,0.00928
1200,494,0.00988
1250,577,0.01154
1310,607,0.01214
1370,617,0.01234
1430,648,0.01296
1490,648,0.01296
1550,605,0.0121
1610,686,0.01372
1680,698,0.01396
1750,698,0.01396
1820,670,0.0134
1890,712,0.01424
1970,652,0.01304
2050,601,0.01202
