Bin , nEvents , Efficiencies
152.41,18,0.00036
165.05,24,0.00048
178.75,27,0.00054
193.57,44,0.00088
209.63,66,0.00132
227.02,95,0.0019
245.86,114,0.00228
266.25,171,0.00342
288.34,224,0.00448
312.26,263,0.00526
338.16,313,0.00626
366.21,362,0.00724
396.59,448,0.00896
429.49,538,0.01076
465.12,580,0.0116
503.71,713,0.01426
545.49,829,0.01658
590.74,898,0.01796
639.75,1071,0.02142
692.82,1236,0.02472
750.29,1479,0.02958
812.54,1622,0.03244
879.94,1812,0.03624
952.94,1979,0.03958
1032,2151,0.04302
1117.6,2304,0.04608
1210.3,2408,0.04816
1310.7,2419,0.04838
1419.4,2334,0.04668
1537.2,2091,0.04182
1664.7,1970,0.0394
1802.8,1624,0.03248
1952.4,1358,0.02716
2114.3,1018,0.02036
2289.7,761,0.01522
2479.7,549,0.01098
