Bin , nEvents , Efficiencies
152.41,5,0.0001
165.05,8,0.00016
178.75,11,0.00022
193.57,10,0.0002
209.63,19,0.00038
227.02,10,0.0002
245.86,31,0.00062
266.25,39,0.00078
288.34,60,0.0012
312.26,64,0.00128
338.16,105,0.0021
366.21,133,0.00266
396.59,153,0.00306
429.49,201,0.00402
465.12,242,0.00484
503.71,301,0.00602
545.49,382,0.00764
590.74,442,0.00884
639.75,491,0.00982
692.82,620,0.0124
750.29,662,0.01324
812.54,771,0.01542
879.94,930,0.0186
952.94,1046,0.02092
1032,1271,0.02542
1117.6,1407,0.02814
1210.3,1528,0.03056
1310.7,1799,0.03598
1419.4,1926,0.03852
1537.2,2106,0.04212
1664.7,2210,0.0442
1802.8,2226,0.04452
1952.4,2281,0.04562
2114.3,2283,0.04566
2289.7,2111,0.04222
2479.7,1945,0.0389
