Bin , nEvents , Efficiencies
150,20,0.0004
160,28,0.00056
170,32,0.00064
180,34,0.00068
190,45,0.0009
200,95,0.0019
220,122,0.00244
240,123,0.00246
260,128,0.00256
280,155,0.0031
300,171,0.00342
320,184,0.00368
340,204,0.00408
360,201,0.00402
380,243,0.00486
400,211,0.00422
420,214,0.00428
440,240,0.0048
460,241,0.00482
480,253,0.00506
500,261,0.00522
520,289,0.00578
540,263,0.00526
560,284,0.00568
580,288,0.00576
600,434,0.00868
630,475,0.0095
660,448,0.00896
690,494,0.00988
720,469,0.00938
750,508,0.01016
780,497,0.00994
810,498,0.00996
840,473,0.00946
870,502,0.01004
900,827,0.01654
950,790,0.0158
1000,813,0.01626
1050,787,0.01574
1100,732,0.01464
1150,688,0.01376
1200,692,0.01384
1250,762,0.01524
1310,696,0.01392
1370,687,0.01374
1430,629,0.01258
1490,552,0.01104
1550,473,0.00946
1610,552,0.01104
1680,434,0.00868
1750,440,0.0088
1820,355,0.0071
1890,392,0.00784
1970,330,0.0066
2050,277,0.00554
