Bin , nEvents , Efficiencies
150,5,0.0001
160,11,0.00022
170,16,0.00032
180,20,0.0004
190,14,0.00028
200,39,0.00078
220,48,0.00096
240,38,0.00076
260,64,0.00128
280,81,0.00162
300,109,0.00218
320,108,0.00216
340,98,0.00196
360,146,0.00292
380,162,0.00324
400,138,0.00276
420,120,0.0024
440,138,0.00276
460,146,0.00292
480,142,0.00284
500,159,0.00318
520,169,0.00338
540,179,0.00358
560,180,0.0036
580,207,0.00414
600,320,0.0064
630,325,0.0065
660,299,0.00598
690,347,0.00694
720,358,0.00716
750,347,0.00694
780,357,0.00714
810,398,0.00796
840,363,0.00726
870,405,0.0081
900,600,0.012
950,676,0.01352
1000,649,0.01298
1050,626,0.01252
1100,702,0.01404
1150,647,0.01294
1200,617,0.01234
1250,723,0.01446
1310,786,0.01572
1370,731,0.01462
1430,722,0.01444
1490,724,0.01448
1550,609,0.01218
1610,750,0.015
1680,659,0.01318
1750,639,0.01278
1820,577,0.01154
1890,609,0.01218
1970,548,0.01096
2050,483,0.00966
