bin_HH,nEvents,Efficiencies
150,1,2e-05
200,1,2e-05
250,0,0.0
300,3,6e-05
350,0,0.0
400,4,8e-05
450,3,6e-05
500,2,4e-05
550,8,0.00016
650,33,0.00066
