Bin , nEvents , Efficiencies
150,85,0.0034
160,78,0.00312
170,99,0.00396
180,79,0.00316
190,89,0.00356
200,191,0.00764
220,188,0.00752
240,194,0.00776
260,191,0.00764
280,175,0.007
300,210,0.0084
320,202,0.00808
340,200,0.008
360,205,0.0082
380,202,0.00808
400,204,0.00816
420,199,0.00796
440,182,0.00728
460,186,0.00744
480,198,0.00792
500,151,0.00604
520,159,0.00636
540,169,0.00676
560,161,0.00644
580,179,0.00716
600,239,0.00956
630,223,0.00892
660,232,0.00928
690,210,0.0084
720,225,0.009
750,211,0.00844
780,203,0.00812
810,194,0.00776
840,198,0.00792
870,184,0.00736
900,283,0.01132
950,301,0.01204
1000,253,0.01012
1050,248,0.00992
1100,245,0.0098
1150,206,0.00824
1200,177,0.00708
1250,226,0.00904
1310,186,0.00744
1370,177,0.00708
1430,181,0.00724
1490,174,0.00696
1550,157,0.00628
1610,183,0.00732
1680,136,0.00544
1750,144,0.00576
1820,111,0.00444
1890,133,0.00532
1970,122,0.00488
2050,112,0.00448
