Bin , nEvents , Efficiencies
150,153,0.00306
160,187,0.00374
170,161,0.00322
180,178,0.00356
190,191,0.00382
200,379,0.00758
220,411,0.00822
240,388,0.00776
260,444,0.00888
280,425,0.0085
300,422,0.00844
320,468,0.00936
340,395,0.0079
360,410,0.0082
380,381,0.00762
400,386,0.00772
420,395,0.0079
440,367,0.00734
460,340,0.0068
480,370,0.0074
500,378,0.00756
520,382,0.00764
540,386,0.00772
560,341,0.00682
580,306,0.00612
600,479,0.00958
630,476,0.00952
660,435,0.0087
690,455,0.0091
720,415,0.0083
750,393,0.00786
780,387,0.00774
810,372,0.00744
840,362,0.00724
870,338,0.00676
900,578,0.01156
950,535,0.0107
1000,487,0.00974
1050,476,0.00952
1100,480,0.0096
1150,443,0.00886
1200,388,0.00776
1250,446,0.00892
1310,401,0.00802
1370,382,0.00764
1430,359,0.00718
1490,333,0.00666
1550,314,0.00628
1610,342,0.00684
1680,335,0.0067
1750,255,0.0051
1820,239,0.00478
1890,238,0.00476
1970,221,0.00442
2050,199,0.00398
